date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,is_competitive,total_goals,goal_diff,winner,home_avg_gf_5,home_avg_ga_5,home_avg_gf_10,home_avg_ga_10,home_avg_gf_20,home_avg_ga_20,home_win_rate_10,home_draw_rate_10,home_days_rest,away_avg_gf_5,away_avg_ga_5,away_avg_gf_10,away_avg_ga_10,away_avg_gf_20,away_avg_ga_20,away_win_rate_10,away_draw_rate_10,away_days_rest,home_fifa_rank,away_fifa_rank,h2h_played,h2h_home_gd,h2h_avg_gd,time_weight,sample_weight,rank_diff,form_gf_diff,form_ga_diff,win_rate_diff
2014-06-24,Japan,Colombia,1.0,4.0,FIFA World Cup,Cuiabá,Brazil,True,True,5.0,-3.0,Colombia,1.8,1.2,1.8,1.5,1.95,1.75,0.5,0.2,5.0,2.2,0.8,1.8,1.0,1.8,0.65,0.5,0.4,5.0,46.0,8.0,0,2.0,2.0,0.00398925830729187,0.00398925830729187,-38.0,0.0,0.5,0.0
2014-06-25,Bosnia and Herzegovina,Iran,3.0,1.0,FIFA World Cup,Salvador,Brazil,True,True,4.0,2.0,Bosnia and Herzegovina,0.8,1.2,1.1,1.1,2.15,0.9,0.5,0.0,4.0,0.6,0.4,1.4,0.7,1.55,0.65,0.4,0.4,4.0,21.0,,0,3.0,3.0,0.003994314767843657,0.003994314767843657,,-0.2999999999999998,0.40000000000000013,0.09999999999999998
2014-06-25,Ecuador,France,0.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,True,0.0,0.0,Draw,1.4,1.8,1.5,1.6,1.6,1.5,0.3,0.4,5.0,4.2,0.6,3.5,0.5,2.3,0.85,0.8,0.1,5.0,26.0,17.0,0,2.0,2.0,0.003994314767843657,0.003994314767843657,-9.0,-2.0,1.1,-0.5
2014-06-25,Honduras,Switzerland,0.0,3.0,FIFA World Cup,Manaus,Brazil,True,True,3.0,-3.0,Switzerland,1.0,2.2,1.2,2.1,0.95,1.6,0.2,0.4,5.0,1.8,1.6,1.9,1.5,1.7,0.95,0.6,0.2,5.0,33.0,6.0,1,0.0,0.0,0.003994314767843657,0.003994314767843657,-27.0,-0.7,0.6000000000000001,-0.39999999999999997
2014-06-25,Indonesia,Nepal,2.0,0.0,Friendly,Malang,Indonesia,False,False,2.0,2.0,Indonesia,1.0,0.8,1.2,0.9,0.85,1.15,0.4,0.1,4.0,0.6,1.4,1.1,1.0,0.65,1.4,0.3,0.2,92.0,157.0,164.0,0,-3.0,-3.0,0.003994314767843657,0.0007988629535687315,7.0,0.09999999999999987,-0.09999999999999998,0.10000000000000003
2014-06-25,Nigeria,Argentina,2.0,3.0,FIFA World Cup,Porto Alegre,Brazil,True,True,5.0,-1.0,Argentina,0.8,0.8,1.2,0.9,1.6,1.0,0.4,0.4,4.0,1.6,0.2,2.0,0.7,1.9,0.7,0.7,0.2,4.0,44.0,5.0,3,-2.0,-0.6666666666666666,0.003994314767843657,0.003994314767843657,-39.0,-0.8,0.20000000000000007,-0.29999999999999993
2014-06-26,Algeria,Russia,1.0,1.0,FIFA World Cup,Curitiba,Brazil,True,True,2.0,0.0,Draw,2.4,1.2,1.9,1.1,1.6,0.95,0.7,0.1,4.0,1.0,0.6,1.5,0.6,1.65,0.65,0.5,0.4,4.0,22.0,19.0,0,1.0,1.0,0.0039993776375550835,0.0039993776375550835,-3.0,0.3999999999999999,0.5000000000000001,0.19999999999999996
2014-06-26,South Korea,Belgium,0.0,1.0,FIFA World Cup,São Paulo,Brazil,True,True,1.0,-1.0,Belgium,1.0,2.0,0.9,1.9,0.95,1.4,0.3,0.1,4.0,2.2,0.4,1.8,1.1,1.85,0.85,0.6,0.2,4.0,,11.0,0,-0.0,-0.0,0.0039993776375550835,0.0039993776375550835,,-0.9,0.7999999999999998,-0.3
2014-06-26,Portugal,Ghana,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,True,3.0,1.0,Portugal,1.6,1.4,2.1,1.1,1.95,1.3,0.6,0.3,4.0,1.4,1.2,1.8,1.3,1.8,1.15,0.4,0.1,5.0,4.0,37.0,0,-1.0,-1.0,0.0039993776375550835,0.0039993776375550835,33.0,0.30000000000000004,-0.19999999999999996,0.19999999999999996
2014-06-26,United States,Germany,0.0,1.0,FIFA World Cup,Recife,Brazil,True,True,1.0,-1.0,Germany,1.6,1.4,1.5,1.0,2.15,1.0,0.6,0.2,4.0,2.8,1.0,2.5,0.9,2.7,1.2,0.6,0.4,5.0,,2.0,1,1.0,1.0,0.0039993776375550835,0.0039993776375550835,,-1.0,0.09999999999999998,0.0
2014-06-28,Brazil,Chile,1.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,False,True,2.0,0.0,Draw,2.4,0.4,2.8,0.3,2.8,0.5,0.9,0.1,5.0,1.8,0.8,1.9,1.2,2.15,1.05,0.5,0.2,5.0,3.0,14.0,3,4.0,1.3333333333333333,0.0040095226369620506,0.0040095226369620506,11.0,0.8999999999999999,-0.8999999999999999,0.4
2014-06-28,Colombia,Uruguay,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,True,2.0,2.0,Colombia,2.8,0.8,2.2,0.9,1.85,0.65,0.6,0.4,4.0,1.4,0.8,1.6,0.8,2.0,0.9,0.6,0.2,4.0,8.0,7.0,2,0.0,0.0,0.0040095226369620506,0.0040095226369620506,-1.0,0.6000000000000001,0.09999999999999998,0.0
2014-06-29,China PR,Mali,1.0,3.0,Friendly,Shenzhen,China PR,False,False,4.0,-2.0,Mali,0.8,0.6,1.7,0.8,1.25,1.65,0.5,0.4,7.0,0.8,1.8,0.7,1.5,1.25,1.3,0.0,0.3,29.0,103.0,57.0,0,4.0,3.0,0.004014604782935967,0.0008029209565871934,-46.0,1.0,-0.7,0.5
2014-06-29,Costa Rica,Greece,1.0,1.0,FIFA World Cup,Recife,Brazil,True,True,2.0,0.0,Draw,1.2,1.0,0.8,1.3,1.15,0.85,0.3,0.2,5.0,0.8,1.0,1.0,0.9,0.95,0.6,0.4,0.4,5.0,28.0,12.0,0,-2.0,-2.0,0.004014604782935967,0.004014604782935967,-16.0,-0.19999999999999996,0.4,-0.10000000000000003
2014-06-29,Netherlands,Mexico,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,True,True,3.0,1.0,Netherlands,2.6,0.6,1.8,0.8,2.2,0.65,0.6,0.3,6.0,0.8,0.6,2.1,0.9,1.9,1.05,0.6,0.1,6.0,15.0,20.0,1,-0.0,-0.0,0.004014604782935967,0.004014604782935967,5.0,-0.30000000000000004,-0.09999999999999998,0.0
2014-06-30,France,Nigeria,2.0,0.0,FIFA World Cup,Brasília,Brazil,True,True,2.0,2.0,France,3.4,0.6,2.9,0.5,2.25,0.8,0.7,0.2,5.0,0.8,1.0,1.2,1.1,1.65,1.1,0.3,0.4,5.0,17.0,44.0,0,-2.0,-2.0,0.004019693370626273,0.004019693370626273,27.0,1.7,-0.6000000000000001,0.39999999999999997
2014-06-30,Germany,Algeria,2.0,1.0,FIFA World Cup,Porto Alegre,Brazil,True,True,3.0,1.0,Germany,3.0,1.0,2.3,0.9,2.55,1.0,0.6,0.4,4.0,2.2,1.4,1.9,1.2,1.55,1.0,0.6,0.2,4.0,2.0,22.0,0,-2.0,-2.0,0.004019693370626273,0.004019693370626273,20.0,0.3999999999999999,-0.29999999999999993,0.0
2014-07-01,Argentina,Switzerland,1.0,0.0,FIFA World Cup,São Paulo,Brazil,True,True,1.0,1.0,Argentina,2.2,0.6,1.8,0.7,1.95,0.75,0.7,0.2,6.0,2.0,1.2,1.8,1.1,1.65,0.85,0.7,0.1,6.0,5.0,6.0,1,-1.0,-1.0,0.004024788408197973,0.004024788408197973,1.0,0.0,-0.40000000000000013,0.0
2014-07-01,Belgium,United States,2.0,1.0,FIFA World Cup,Salvador,Brazil,True,True,3.0,1.0,Belgium,1.4,0.2,1.7,1.0,1.75,0.85,0.6,0.2,5.0,1.6,1.2,1.3,1.1,2.1,1.05,0.5,0.2,5.0,11.0,,2,3.0,1.5,0.004024788408197973,0.004024788408197973,,0.3999999999999999,-0.10000000000000009,0.09999999999999998
2014-07-02,Vietnam,Myanmar,6.0,0.0,Friendly,Thủ Dầu Một,Vietnam,False,False,6.0,6.0,Vietnam,1.2,2.6,0.9,2.1,1.0,1.55,0.2,0.1,119.0,0.6,1.4,0.9,1.4,0.9,1.15,0.3,0.1,40.0,123.0,159.0,2,-4.0,-2.0,0.004029889903826404,0.0008059779807652809,36.0,0.0,0.7000000000000002,-0.09999999999999998
2014-07-04,Brazil,Colombia,2.0,1.0,FIFA World Cup,Fortaleza,Brazil,False,True,3.0,1.0,Brazil,1.8,0.6,2.7,0.4,2.75,0.45,0.8,0.2,6.0,2.8,0.4,2.1,0.6,1.85,0.65,0.7,0.3,6.0,3.0,8.0,1,-12.0,-3.0,0.0040401123020067055,0.0040401123020067055,5.0,0.6000000000000001,-0.19999999999999996,0.10000000000000009
2014-07-04,France,Germany,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,True,1.0,-1.0,Germany,3.6,0.4,2.8,0.5,2.25,0.75,0.7,0.2,4.0,3.0,0.8,2.0,0.7,2.65,1.05,0.6,0.4,4.0,17.0,2.0,2,1.0,0.5,0.0040401123020067055,0.0040401123020067055,-15.0,0.7999999999999998,-0.19999999999999996,0.09999999999999998
2014-07-05,Argentina,Belgium,1.0,0.0,FIFA World Cup,Brasília,Brazil,True,True,1.0,1.0,Argentina,1.8,0.6,1.6,0.6,2.0,0.75,0.7,0.2,4.0,1.4,0.4,1.8,1.0,1.75,0.9,0.7,0.1,4.0,5.0,11.0,0,-1.0,-1.0,0.004045233220961126,0.004045233220961126,6.0,-0.19999999999999996,-0.4,0.0
2014-07-05,Netherlands,Costa Rica,0.0,0.0,FIFA World Cup,Salvador,Brazil,True,True,0.0,0.0,Draw,2.8,0.8,1.8,0.9,2.3,0.7,0.6,0.3,6.0,1.2,0.6,0.9,1.3,1.15,0.9,0.3,0.3,6.0,15.0,28.0,0,-1.0,-1.0,0.004045233220961126,0.004045233220961126,13.0,0.9,-0.4,0.3
2014-07-06,Malawi,Mozambique,1.0,1.0,Friendly,Lilongwe,Malawi,False,False,2.0,0.0,Draw,0.8,2.0,1.0,1.7,0.9,1.4,0.2,0.2,36.0,1.4,0.4,1.1,1.2,0.7,1.3,0.3,0.4,37.0,122.0,118.0,0,0.0,0.0,0.004050360630777431,0.0008100721261554863,-4.0,-0.10000000000000009,0.5,-0.09999999999999998
2014-07-08,Brazil,Germany,1.0,7.0,FIFA World Cup,Belo Horizonte,Brazil,False,True,8.0,-6.0,Germany,2.0,0.8,2.7,0.5,2.7,0.5,0.8,0.2,4.0,2.0,0.6,2.0,0.6,2.6,1.0,0.7,0.3,4.0,3.0,2.0,1,0.0,0.0,0.00406063495591527,0.00406063495591527,-1.0,0.7000000000000002,-0.09999999999999998,0.10000000000000009
2014-07-09,Netherlands,Argentina,0.0,0.0,FIFA World Cup,São Paulo,Brazil,True,True,0.0,0.0,Draw,2.4,0.8,1.6,0.7,2.25,0.65,0.6,0.3,4.0,1.6,0.6,1.5,0.3,1.95,0.7,0.8,0.2,4.0,15.0,5.0,0,7.0,3.0,0.00406578188772269,0.00406578188772269,-10.0,0.10000000000000009,0.39999999999999997,-0.20000000000000007
2014-07-11,Uganda,Seychelles,1.0,0.0,Friendly,Kampala,Uganda,False,False,1.0,1.0,Uganda,1.2,1.2,1.0,0.9,1.25,1.1,0.4,0.2,41.0,1.4,2.6,0.8,2.9,1.2,2.2,0.2,0.0,224.0,86.0,181.0,0,-0.0,-0.0,0.0040760953311076015,0.0008152190662215203,95.0,0.19999999999999996,-2.0,0.2
2014-07-12,Brazil,Netherlands,0.0,3.0,FIFA World Cup,Brasília,Brazil,False,True,3.0,-3.0,Netherlands,1.6,2.0,2.3,1.2,2.6,0.85,0.7,0.2,4.0,1.4,0.6,1.6,0.7,2.1,0.65,0.6,0.3,3.0,3.0,15.0,2,-1.0,-0.5,0.0040812618592337485,0.0040812618592337485,12.0,0.6999999999999997,0.5,0.09999999999999998
2014-07-12,Rwanda,Gabon,1.0,0.0,Friendly,Kigali,Rwanda,False,False,1.0,1.0,Rwanda,1.0,0.4,0.5,0.7,0.7,0.95,0.2,0.3,42.0,1.2,1.2,0.9,1.0,1.0,1.1,0.1,0.6,129.0,116.0,89.0,0,4.0,3.0,0.0040812618592337485,0.0008162523718467497,-27.0,-0.4,-0.30000000000000004,0.1
2014-07-13,Germany,Argentina,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,True,1.0,1.0,Germany,2.6,0.8,2.6,0.7,2.8,1.05,0.7,0.3,5.0,1.2,0.4,1.5,0.3,1.8,0.6,0.8,0.2,4.0,2.0,5.0,3,1.0,0.3333333333333333,0.004086434936032263,0.004086434936032263,3.0,1.1,0.39999999999999997,-0.10000000000000009
2014-07-14,Botswana,Lesotho,2.0,0.0,Friendly,Gaborone,Botswana,False,False,2.0,2.0,Botswana,1.2,0.8,1.3,1.1,1.15,1.3,0.5,0.3,43.0,1.0,0.6,1.3,1.1,1.05,1.45,0.3,0.3,43.0,92.0,139.0,3,-2.0,-0.6666666666666666,0.004091614569803716,0.0008183229139607433,47.0,0.0,0.0,0.2
2014-07-14,Qatar,Indonesia,2.0,2.0,Friendly,Al Wakrah,Qatar,False,False,4.0,0.0,Draw,1.8,0.2,2.2,0.3,1.75,0.8,0.7,0.3,45.0,1.4,0.4,1.4,0.6,0.95,1.05,0.5,0.1,19.0,100.0,157.0,2,-5.0,-2.5,0.004091614569803716,0.0008183229139607433,57.0,0.8000000000000003,-0.3,0.19999999999999996
2014-07-15,Kenya,Burundi,0.0,0.0,Friendly,Nairobi,Kenya,False,False,0.0,0.0,Draw,1.2,0.2,1.3,0.4,1.5,0.75,0.7,0.2,46.0,1.4,1.2,1.0,0.8,1.25,0.85,0.3,0.3,44.0,108.0,128.0,0,5.0,3.0,0.004096800768859197,0.0008193601537718394,20.0,0.30000000000000004,-0.4,0.39999999999999997
2014-07-15,Uganda,Malawi,0.0,0.0,Friendly,Kampala,Uganda,False,False,0.0,0.0,Draw,1.2,1.2,1.1,0.8,1.2,1.1,0.5,0.2,4.0,1.0,1.8,0.9,1.6,0.95,1.4,0.2,0.2,9.0,86.0,122.0,1,-0.0,-0.0,0.004096800768859197,0.0008193601537718394,36.0,0.20000000000000007,-0.8,0.3
2014-07-19,Botswana,Guinea-Bissau,2.0,0.0,African Cup of Nations qualification,Gaborone,Botswana,False,True,2.0,2.0,Botswana,1.4,0.0,1.5,1.1,1.25,1.3,0.6,0.2,5.0,0.6,0.8,0.9,1.2,0.9333333333333333,1.1333333333333333,0.2,0.2,49.0,99.0,136.0,0,0.0,0.0,0.004117611384512099,0.004117611384512099,37.0,0.6,-0.09999999999999987,0.39999999999999997
2014-07-19,Sierra Leone,Seychelles,2.0,0.0,African Cup of Nations qualification,Freetown,Sierra Leone,False,True,2.0,2.0,Sierra Leone,1.4,1.2,1.6,1.4,1.25,1.55,0.3,0.5,49.0,1.4,2.2,0.8,2.7,1.125,2.125,0.2,0.0,8.0,64.0,182.0,0,-2.0,-2.0,0.004117611384512099,0.004117611384512099,118.0,0.8,-1.3000000000000003,0.09999999999999998
2014-07-19,Uganda,Mauritania,2.0,0.0,African Cup of Nations qualification,Kampala,Uganda,False,True,2.0,2.0,Uganda,0.8,0.8,1.1,0.6,1.05,1.1,0.5,0.3,4.0,1.0,0.8,0.6,0.7,0.5333333333333333,0.8,0.4,0.3,48.0,87.0,133.0,0,2.0,2.0,0.004117611384512099,0.004117611384512099,46.0,0.5000000000000001,-0.09999999999999998,0.09999999999999998
2014-07-20,Benin,Malawi,1.0,0.0,African Cup of Nations qualification,Cotonou,Benin,False,True,1.0,1.0,Benin,1.8,1.0,1.3,1.2,1.25,1.4,0.4,0.3,49.0,0.8,1.0,0.8,1.5,0.95,1.3,0.2,0.2,5.0,91.0,121.0,0,-2.0,-2.0,0.004122830535023195,0.004122830535023195,30.0,0.5,-0.30000000000000004,0.2
2014-07-20,Congo,Rwanda,2.0,0.0,African Cup of Nations qualification,Pointe-Noire,Congo,False,True,2.0,2.0,Congo,1.0,1.4,0.9,1.4,1.2,1.35,0.2,0.3,49.0,1.0,0.4,0.6,0.6,0.65,0.95,0.3,0.3,8.0,82.0,109.0,0,1.0,1.0,0.004122830535023195,0.004122830535023195,27.0,0.30000000000000004,0.7999999999999999,-0.09999999999999998
2014-07-20,Lesotho,Kenya,1.0,0.0,African Cup of Nations qualification,Maseru,Lesotho,False,True,1.0,1.0,Lesotho,0.4,0.8,1.0,1.0,0.9,1.3,0.3,0.2,6.0,1.0,0.2,1.2,0.2,1.35,0.7,0.7,0.3,5.0,131.0,95.0,1,-2.0,-2.0,0.004122830535023195,0.004122830535023195,-36.0,-0.19999999999999996,0.8,-0.39999999999999997
2014-07-20,Tanzania,Mozambique,2.0,2.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,True,4.0,0.0,Draw,1.0,1.2,1.0,1.0,1.0,1.1,0.4,0.4,49.0,1.4,0.4,1.1,0.7,0.75,1.2,0.3,0.5,14.0,106.0,114.0,3,1.0,0.3333333333333333,0.004122830535023195,0.004122830535023195,8.0,-0.10000000000000009,0.30000000000000004,0.10000000000000003
2014-07-21,Guam,Macau,0.0,0.0,EAFF Championship,Dededo,Guam,False,False,0.0,0.0,Draw,0.8,2.6,1.4,3.0,1.35,2.8,0.2,0.2,113.0,0.0,2.8,0.7,3.2,0.7857142857142857,3.4285714285714284,0.1,0.0,365.0,174.0,204.0,2,4.0,2.0,0.0041280563009065295,0.0008256112601813059,30.0,0.7,-0.20000000000000018,0.1
2014-07-21,Mongolia,Northern Mariana Islands,4.0,0.0,EAFF Championship,Dededo,Guam,True,False,4.0,4.0,Mongolia,0.4,1.4,0.5714285714285714,1.4285714285714286,0.5714285714285714,1.4285714285714286,0.25,0.125,365.0,0.2,6.4,0.42857142857142855,5.142857142857143,0.42857142857142855,5.142857142857143,0.0,0.125,365.0,189.0,,0,2.0,2.0,0.0041280563009065295,0.0008256112601813059,,0.14285714285714285,-3.7142857142857144,0.25
2014-07-23,Guam,Mongolia,2.0,0.0,EAFF Championship,Dededo,Guam,False,False,2.0,2.0,Guam,0.8,1.6,0.6,3.0,1.35,2.45,0.1,0.3,2.0,1.0,1.4,1.0,1.25,1.0,1.25,0.3333333333333333,0.1111111111111111,2.0,174.0,189.0,0,6.0,3.0,0.004138527712340995,0.000827705542468199,15.0,-0.4,1.75,-0.2333333333333333
2014-07-23,Northern Mariana Islands,Macau,2.0,1.0,EAFF Championship,Dededo,Guam,True,False,3.0,1.0,Northern Mariana Islands,0.0,6.2,0.375,5.0,0.375,5.0,0.0,0.1111111111111111,2.0,0.0,1.8,0.6,2.5,0.7333333333333333,3.2,0.1,0.1,2.0,,204.0,1,-2.0,-2.0,0.004138527712340995,0.000827705542468199,,-0.22499999999999998,2.5,-0.1
2014-07-25,Guam,Northern Mariana Islands,5.0,0.0,EAFF Championship,Dededo,Guam,False,False,5.0,5.0,Guam,1.2,0.8,0.7,2.8,1.45,2.0,0.2,0.3,2.0,0.4,4.8,0.5555555555555556,4.555555555555555,0.5555555555555556,4.555555555555555,0.1,0.1,2.0,174.0,,3,3.0,1.0,0.004149025686023995,0.000829805137204799,,0.14444444444444438,-1.7555555555555555,0.1
2014-07-25,Macau,Mongolia,3.0,2.0,EAFF Championship,Dededo,Guam,True,False,5.0,1.0,Macau,0.2,1.6,0.6,2.2,0.75,3.125,0.1,0.1,2.0,1.0,1.4,0.8888888888888888,1.3333333333333333,0.8888888888888888,1.3333333333333333,0.3,0.1,2.0,204.0,189.0,0,15.0,3.0,0.004149025686023995,0.000829805137204799,-15.0,-0.28888888888888886,0.8666666666666669,-0.19999999999999998
2014-07-27,Gabon,Rwanda,0.0,1.0,Friendly,Libreville,Gabon,False,False,1.0,-1.0,Rwanda,0.4,1.2,0.7,0.9,0.9,1.15,0.1,0.5,15.0,1.0,0.6,0.6,0.6,0.6,0.95,0.3,0.3,7.0,93.0,109.0,1,1.0,1.0,0.004159550289334509,0.0008319100578669019,16.0,0.09999999999999998,0.30000000000000004,-0.19999999999999998
2014-08-02,Guinea-Bissau,Botswana,1.0,1.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,True,2.0,0.0,Draw,0.6,1.0,0.9,1.2,0.875,1.1875,0.2,0.2,14.0,1.6,0.0,1.4,0.8,1.35,1.15,0.7,0.1,14.0,136.0,99.0,1,2.0,2.0,0.004191284553387335,0.004191284553387335,-37.0,-0.4999999999999999,0.3999999999999999,-0.49999999999999994
2014-08-02,Malawi,Benin,1.0,0.0,African Cup of Nations qualification,Blantyre,Malawi,False,True,1.0,1.0,Malawi,0.4,1.2,0.6,1.3,0.8,1.25,0.2,0.2,13.0,1.8,0.4,1.3,1.2,1.3,1.4,0.4,0.3,13.0,121.0,91.0,1,-2.0,-2.0,0.004191284553387335,0.004191284553387335,-30.0,-0.7000000000000001,0.10000000000000009,-0.2
2014-08-02,Rwanda,Congo,2.0,0.0,African Cup of Nations qualification,Kigali,Rwanda,False,True,2.0,2.0,Rwanda,1.0,0.4,0.7,0.6,0.55,0.95,0.4,0.2,6.0,1.4,1.2,1.1,1.1,1.3,1.2,0.3,0.3,13.0,109.0,82.0,1,-0.0,-0.0,0.004191284553387335,0.004191284553387335,-27.0,-0.40000000000000013,-0.5000000000000001,0.10000000000000003
2014-08-03,Kenya,Lesotho,0.0,0.0,African Cup of Nations qualification,Nairobi,Kenya,False,True,0.0,0.0,Draw,0.8,0.4,1.1,0.3,1.3,0.75,0.6,0.3,14.0,0.6,0.6,0.9,1.0,0.95,1.3,0.3,0.2,14.0,95.0,131.0,2,0.0,0.0,0.004196597086037026,0.004196597086037026,36.0,0.20000000000000007,-0.7,0.3
2014-08-03,Mauritania,Uganda,0.0,1.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,True,1.0,-1.0,Uganda,0.8,1.0,0.6,0.7,0.5,0.875,0.4,0.3,15.0,1.0,0.4,1.3,0.6,1.05,1.05,0.6,0.2,15.0,133.0,87.0,1,-1.0,-1.0,0.004196597086037026,0.004196597086037026,-46.0,-0.7000000000000001,0.09999999999999998,-0.19999999999999996
2014-08-03,Mozambique,Tanzania,2.0,1.0,African Cup of Nations qualification,Maputo,Mozambique,False,True,3.0,1.0,Mozambique,1.8,0.8,1.3,0.8,0.85,1.3,0.3,0.6,14.0,1.2,1.4,1.1,1.2,1.05,1.2,0.3,0.5,14.0,114.0,106.0,4,-3.0,-0.75,0.004196597086037026,0.004196597086037026,-8.0,0.19999999999999996,-0.3999999999999999,0.0
2014-08-06,Peru,Panama,3.0,0.0,Friendly,Lima,Peru,False,False,3.0,3.0,Peru,0.4,3.0,0.6,2.2,0.9,1.35,0.1,0.2,64.0,1.0,2.2,1.4,1.4,1.3,1.3,0.3,0.3,64.0,59.0,33.0,3,-3.0,-1.0,0.0042125751205526986,0.0008425150241105398,-26.0,-0.7999999999999999,0.8000000000000003,-0.19999999999999998
2014-08-08,Tajikistan,Malaysia,4.0,1.0,Friendly,Dushanbe,Tajikistan,False,False,5.0,3.0,Tajikistan,2.2,1.2,1.9,1.5,1.4,1.75,0.6,0.0,62.0,0.4,0.6,0.5,1.2,0.75,1.45,0.2,0.3,103.0,124.0,151.0,0,4.0,3.0,0.004223260926188686,0.0008446521852377372,27.0,1.4,0.30000000000000004,0.39999999999999997
2014-08-09,Raetia,Sealand,1.0,6.0,Friendly,Chur,Switzerland,False,False,7.0,-5.0,Sealand,1.6,2.6,1.0,4.3,1.0,4.454545454545454,0.3,0.1,72.0,1.8,3.0,1.7777777777777777,2.7777777777777777,1.7777777777777777,2.7777777777777777,0.2,0.4,84.0,,,0,-3.0,-3.0,0.004228613989497258,0.0008457227978994517,,-0.7777777777777777,1.5222222222222221,0.09999999999999998
2014-08-10,Seborga,Sealand,2.0,3.0,Friendly,Ospedaletti,Italy,False,False,5.0,-1.0,Sealand,,,,,,,0.0,0.0,,3.0,1.6,2.2,2.6,2.2,2.6,0.3,0.4,1.0,,,0,5.0,3.0,0.004233973837915087,0.0008467947675830175,,,,-0.3
2014-08-12,Kazakhstan,Tajikistan,2.0,1.0,Friendly,Almaty,Kazakhstan,False,False,3.0,1.0,Kazakhstan,0.6,1.8,0.8,1.9,0.9,1.85,0.2,0.2,66.0,3.0,1.2,2.2,1.4,1.45,1.8,0.7,0.0,4.0,127.0,124.0,0,1.0,1.0,0.004244713924490413,0.0008489427848980826,-3.0,-1.4000000000000001,0.5,-0.49999999999999994
2014-08-13,Angola,Botswana,0.0,0.0,Friendly,Luanda,Angola,False,False,0.0,0.0,Draw,1.6,0.8,1.5,1.1,1.3,1.0,0.3,0.5,75.0,1.2,0.2,1.3,0.8,1.35,1.0,0.6,0.2,11.0,79.0,99.0,1,1.0,1.0,0.004250094179881145,0.000850018835976229,20.0,0.19999999999999996,0.30000000000000004,-0.3
2014-08-14,Guatemala,Nicaragua,3.0,0.0,Friendly,Antigua Guatemala City,Guatemala,False,False,3.0,3.0,Guatemala,0.4,2.2,0.4,2.0,0.95,1.75,0.0,0.4,342.0,0.8,1.8,1.2,1.7,1.0,1.7777777777777777,0.3,0.2,365.0,134.0,175.0,3,2.0,0.6666666666666666,0.004255481254847604,0.0008510962509695209,41.0,-0.7999999999999999,0.30000000000000004,-0.3
2014-08-16,British Virgin Islands,Saint Martin,2.0,4.0,Friendly,Road Town,British Virgin Islands,False,False,6.0,-2.0,Saint Martin,0.0,5.2,0.2,5.6,0.38461538461538464,5.923076923076923,0.1,0.0,74.0,0.2,5.6,1.2222222222222223,3.4444444444444446,1.2222222222222223,3.4444444444444446,0.3,0.1,365.0,201.0,,1,9.0,3.0,0.004266275898094447,0.0008532551796188895,,-1.0222222222222224,2.155555555555555,-0.19999999999999998
2014-08-20,Azerbaijan,Uzbekistan,0.0,0.0,Friendly,Baku,Azerbaijan,False,False,0.0,0.0,Draw,1.0,0.6,1.1,0.8,0.85,0.8,0.3,0.5,168.0,1.2,0.6,1.6,0.8,1.45,0.75,0.4,0.3,83.0,73.0,51.0,1,-4.0,-3.0,0.004287947400565197,0.0008575894801130393,-22.0,-0.5,0.0,-0.10000000000000003
2014-08-20,Panama,Cuba,4.0,0.0,Friendly,Panama City,Panama,False,False,4.0,4.0,Panama,1.0,2.8,1.3,1.7,1.25,1.4,0.2,0.3,14.0,1.4,2.6,1.2,1.5,0.9,1.5,0.6,0.0,144.0,63.0,124.0,5,-0.0,-0.0,0.004287947400565197,0.0008575894801130393,61.0,0.10000000000000009,0.19999999999999996,-0.39999999999999997
2014-08-23,Guatemala,Cuba,1.0,0.0,Friendly,Guatemala City,Guatemala,False,False,1.0,1.0,Guatemala,0.8,2.0,0.6,1.7,1.0,1.6,0.1,0.4,9.0,1.4,2.8,1.2,1.8,0.9,1.65,0.6,0.0,3.0,134.0,124.0,0,9.0,3.0,0.004304273240326078,0.0008608546480652155,-10.0,-0.6,-0.10000000000000009,-0.5
2014-08-24,French Guiana,Suriname,0.0,1.0,Friendly,Saint-Laurent-du-Maroni,French Guiana,False,False,1.0,-1.0,Suriname,2.8,0.2,2.3,1.4,2.45,1.5,0.4,0.1,82.0,1.2,0.8,1.9,1.3,1.85,1.35,0.5,0.2,89.0,,131.0,4,-1.0,-0.25,0.004309728988279038,0.0008619457976558076,,0.3999999999999999,0.09999999999999987,-0.09999999999999998
