date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,is_competitive,total_goals,goal_diff,winner,home_avg_gf_5,home_avg_ga_5,home_avg_gf_10,home_avg_ga_10,home_avg_gf_20,home_avg_ga_20,home_win_rate_10,home_draw_rate_10,home_days_rest,away_avg_gf_5,away_avg_ga_5,away_avg_gf_10,away_avg_ga_10,away_avg_gf_20,away_avg_ga_20,away_win_rate_10,away_draw_rate_10,away_days_rest,home_fifa_rank,away_fifa_rank,h2h_played,h2h_home_gd,h2h_avg_gd,time_weight,sample_weight,rank_diff,form_gf_diff,form_ga_diff,win_rate_diff
2010-01-02,Iran,North Korea,1.0,0.0,Friendly,Doha,Qatar,True,False,1.0,1.0,Iran,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,0,0.0,0.0,0.0005034810662605716,0.00010069621325211433,,,,0.0
2010-01-02,Qatar,Mali,0.0,0.0,Friendly,Doha,Qatar,False,False,0.0,0.0,Draw,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,86.0,47.0,0,-1.0,-1.0,0.0005034810662605716,0.00010069621325211433,-39.0,,,0.0
2010-01-02,Syria,Zimbabwe,6.0,0.0,Friendly,Kuala Lumpur,Malaysia,True,False,6.0,6.0,Syria,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,91.0,109.0,0,0.0,0.0,0.0005034810662605716,0.00010069621325211433,18.0,,,0.0
2010-01-02,Yemen,Tajikistan,0.0,1.0,Friendly,Sana'a,Yemen,False,False,1.0,-1.0,Tajikistan,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,130.0,165.0,0,-6.0,-3.0,0.0005034810662605716,0.00010069621325211433,35.0,,,0.0
2010-01-03,Angola,Gambia,1.0,1.0,Friendly,Vila Real de Santo António,Portugal,True,False,2.0,0.0,Draw,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,95.0,116.0,0,1.0,1.0,0.0005041192380594405,0.0001008238476118881,21.0,,,0.0
2010-01-04,Egypt,Mali,1.0,0.0,Friendly,Dubai,United Arab Emirates,True,False,1.0,1.0,Egypt,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,24.0,47.0,0,0.0,0.0,0.0005047582187531664,0.00010095164375063329,23.0,,,0.0
2010-01-04,Tanzania,Côte d'Ivoire,0.0,1.0,Friendly,Dar es Salaam,Tanzania,False,False,1.0,-1.0,Côte d'Ivoire,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,106.0,16.0,0,-1.0,-1.0,0.0005047582187531664,0.00010095164375063329,-90.0,,,0.0
2010-01-05,Ghana,Malawi,0.0,0.0,Friendly,Manzini,Swaziland,True,False,0.0,0.0,Draw,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,34.0,99.0,0,1.0,1.0,0.0005053980093670384,0.00010107960187340768,65.0,,,0.0
2010-01-06,Bahrain,Hong Kong,4.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False,True,4.0,4.0,Bahrain,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,60.0,143.0,0,1.0,1.0,0.0005060386109276461,0.0005060386109276461,83.0,,,0.0
2010-01-06,Benin,Libya,1.0,0.0,Friendly,Cotonou,Benin,False,False,1.0,1.0,Benin,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,59.0,115.0,0,0.0,0.0,0.0005060386109276461,0.00010120772218552923,56.0,,,0.0
2010-01-06,China PR,Syria,0.0,0.0,AFC Asian Cup qualification,Hangzhou,China PR,False,True,0.0,0.0,Draw,,,,,,,0.0,0.0,,6.0,0.0,6.0,0.0,6.0,0.0,0.5,0.0,4.0,93.0,91.0,0,2.0,2.0,0.0005060386109276461,0.0005060386109276461,-2.0,,,-0.5
2010-01-06,Gabon,Mozambique,2.0,0.0,Friendly,Bloemfontein,South Africa,True,False,2.0,2.0,Gabon,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,48.0,72.0,0,0.0,0.0,0.0005060386109276461,0.00010120772218552923,24.0,,,0.0
2010-01-06,Indonesia,Oman,1.0,2.0,AFC Asian Cup qualification,Jakarta,Indonesia,False,True,3.0,-1.0,Oman,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,120.0,79.0,0,4.0,3.0,0.0005060386109276461,0.0005060386109276461,-41.0,,,0.0
2010-01-06,Kuwait,Australia,2.0,2.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False,True,4.0,0.0,Draw,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,104.0,21.0,0,-2.0,-2.0,0.0005060386109276461,0.0005060386109276461,-83.0,,,0.0
2010-01-06,Lebanon,Vietnam,1.0,1.0,AFC Asian Cup qualification,Sidon,Lebanon,False,True,2.0,0.0,Draw,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,148.0,123.0,0,0.0,0.0,0.0005060386109276461,0.0005060386109276461,-25.0,,,0.0
2010-01-06,Singapore,Iran,1.0,3.0,AFC Asian Cup qualification,Singapore,Singapore,False,True,4.0,-2.0,Iran,,,,,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,4.0,110.0,,0,-0.0,-0.0,0.0005060386109276461,0.0005060386109276461,,,,-0.5
2010-01-06,Thailand,Jordan,0.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False,True,0.0,0.0,Draw,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,105.0,111.0,0,1.0,1.0,0.0005060386109276461,0.0005060386109276461,6.0,,,0.0
2010-01-06,United Arab Emirates,Malaysia,1.0,0.0,AFC Asian Cup qualification,Dubai,United Arab Emirates,False,True,1.0,1.0,United Arab Emirates,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,112.0,160.0,0,-1.0,-1.0,0.0005060386109276461,0.0005060386109276461,48.0,,,0.0
2010-01-06,Yemen,Japan,2.0,3.0,AFC Asian Cup qualification,Sana'a,Yemen,False,True,5.0,-1.0,Japan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,,,,,,,0.0,0.0,,130.0,43.0,0,-0.0,-0.0,0.0005060386109276461,0.0005060386109276461,-87.0,,,0.0
2010-01-07,Rwanda,Côte d'Ivoire,0.0,2.0,Friendly,Dar es Salaam,Tanzania,True,False,2.0,-2.0,Côte d'Ivoire,,,,,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,3.0,102.0,16.0,0,1.0,1.0,0.000506680024462879,0.00010133600489257581,-86.0,,,-0.5
2010-01-09,Kenya,Cameroon,1.0,3.0,Friendly,Nairobi,Kenya,False,False,4.0,-2.0,Cameroon,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,98.0,11.0,0,-2.0,-2.0,0.0005079652915752997,0.00010159305831505995,-87.0,,,0.0
2010-01-09,Tunisia,Gambia,1.0,2.0,Friendly,Radès,Tunisia,False,False,3.0,-1.0,Gambia,,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,6.0,53.0,116.0,0,-2.0,-2.0,0.0005079652915752997,0.00010159305831505995,63.0,,,0.0
2010-01-09,Zambia,South Korea,4.0,2.0,Friendly,Johannesburg,South Africa,True,False,6.0,2.0,Zambia,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,84.0,,0,-1.0,-1.0,0.0005079652915752997,0.00010159305831505995,,,,0.0
2010-01-10,Angola,Mali,4.0,4.0,African Cup of Nations,Luanda,Angola,False,True,8.0,0.0,Draw,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,7.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,6.0,95.0,47.0,0,-2.0,-2.0,0.0005086091472147886,0.0005086091472147886,-48.0,1.0,0.5,0.0
2010-01-11,Côte d'Ivoire,Burkina Faso,0.0,0.0,African Cup of Nations,Cabinda,Angola,True,True,0.0,0.0,Draw,1.5,0.0,1.5,0.0,1.5,0.0,0.6666666666666666,0.0,4.0,,,,,,,0.0,0.0,,16.0,49.0,0,-0.0,-0.0,0.0005092538189535104,0.0005092538189535104,33.0,,,0.6666666666666666
2010-01-11,Malawi,Algeria,3.0,0.0,African Cup of Nations,Luanda,Angola,True,True,3.0,3.0,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,,,,,,,0.0,0.0,,99.0,26.0,0,-0.0,-0.0,0.0005092538189535104,0.0005092538189535104,-73.0,,,0.0
2010-01-12,Egypt,Nigeria,3.0,1.0,African Cup of Nations,Benguela,Angola,True,True,4.0,2.0,Egypt,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,8.0,,,,,,,0.0,0.0,,24.0,22.0,0,0.0,0.0,0.0005098993078258852,0.0005098993078258852,-2.0,,,0.5
2010-01-12,Mozambique,Benin,2.0,2.0,African Cup of Nations,Benguela,Angola,True,True,4.0,0.0,Draw,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,6.0,72.0,59.0,0,3.0,3.0,0.0005098993078258852,0.0005098993078258852,-13.0,-1.0,2.0,-0.5
2010-01-13,Cameroon,Gabon,0.0,1.0,African Cup of Nations,Lubango,Angola,True,True,1.0,-1.0,Gabon,3.0,1.0,3.0,1.0,3.0,1.0,0.5,0.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,0.5,0.0,7.0,11.0,48.0,0,0.0,0.0,0.0005105456148676461,0.0005105456148676461,37.0,1.0,1.0,0.0
2010-01-13,Zambia,Tunisia,1.0,1.0,African Cup of Nations,Lubango,Angola,True,True,2.0,0.0,Draw,4.0,2.0,4.0,2.0,4.0,2.0,0.5,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,84.0,53.0,0,-2.0,-2.0,0.0005105456148676461,0.0005105456148676461,-31.0,3.0,0.0,0.5
2010-01-14,Angola,Malawi,2.0,0.0,African Cup of Nations,Luanda,Angola,False,True,2.0,2.0,Angola,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.6666666666666666,4.0,1.5,0.0,1.5,0.0,1.5,0.0,0.3333333333333333,0.3333333333333333,3.0,95.0,99.0,0,-1.0,-1.0,0.0005111927411158386,0.0005111927411158386,4.0,1.0,2.5,-0.3333333333333333
2010-01-14,Mali,Algeria,0.0,1.0,African Cup of Nations,Luanda,Angola,True,True,1.0,-1.0,Algeria,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.0,0.5,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,47.0,26.0,0,-2.0,-2.0,0.0005111927411158386,0.0005111927411158386,-21.0,1.3333333333333333,-1.3333333333333333,0.0
2010-01-15,Côte d'Ivoire,Ghana,3.0,1.0,African Cup of Nations,Cabinda,Angola,True,True,4.0,2.0,Côte d'Ivoire,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,16.0,34.0,0,1.0,1.0,0.0005118406876088215,0.0005118406876088215,18.0,1.0,0.0,0.5
2010-01-15,Yemen,Kenya,3.0,1.0,Friendly,Sana'a,Yemen,False,False,4.0,2.0,Yemen,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,6.0,130.0,98.0,0,-2.0,-2.0,0.0005118406876088215,0.0001023681375217643,-32.0,0.0,-1.0,0.0
2010-01-16,Egypt,Mozambique,2.0,0.0,African Cup of Nations,Benguela,Angola,True,True,2.0,2.0,Egypt,2.0,0.5,2.0,0.5,2.0,0.5,0.6666666666666666,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.3333333333333333,4.0,24.0,72.0,0,-2.0,-2.0,0.0005124894553862711,0.0005124894553862711,48.0,1.0,-1.5,0.6666666666666666
2010-01-16,Nigeria,Benin,1.0,0.0,African Cup of Nations,Benguela,Angola,True,True,1.0,1.0,Nigeria,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,1.5,1.0,1.5,1.0,1.5,1.0,0.3333333333333333,0.3333333333333333,4.0,22.0,59.0,0,-2.0,-2.0,0.0005124894553862711,0.0005124894553862711,37.0,-0.5,2.0,-0.3333333333333333
2010-01-17,Cameroon,Zambia,3.0,2.0,African Cup of Nations,Lubango,Angola,True,True,5.0,1.0,Cameroon,1.5,1.0,1.5,1.0,1.5,1.0,0.3333333333333333,0.0,4.0,2.5,1.5,2.5,1.5,2.5,1.5,0.3333333333333333,0.3333333333333333,4.0,11.0,84.0,0,-1.0,-1.0,0.0005131390454891815,0.0005131390454891815,73.0,-1.0,-0.5,0.0
2010-01-17,Gabon,Tunisia,0.0,0.0,African Cup of Nations,Lubango,Angola,True,True,0.0,0.0,Draw,1.5,0.0,1.5,0.0,1.5,0.0,0.6666666666666666,0.0,4.0,1.0,1.5,1.0,1.5,1.0,1.5,0.0,0.3333333333333333,4.0,48.0,53.0,0,1.0,1.0,0.0005131390454891815,0.0005131390454891815,5.0,0.5,-1.5,0.6666666666666666
2010-01-17,Thailand,Singapore,1.0,0.0,King's Cup,Nakhon Ratchasima,Thailand,False,False,1.0,1.0,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,11.0,105.0,110.0,0,-0.0,-0.0,0.0005131390454891815,0.0001026278090978363,5.0,-1.0,-3.0,0.0
2010-01-17,Vietnam,China PR,1.0,2.0,AFC Asian Cup qualification,Hanoi,Vietnam,False,True,3.0,-1.0,China PR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,123.0,93.0,0,1.0,1.0,0.0005131390454891815,0.0005131390454891815,-30.0,1.0,1.0,0.0
2010-01-18,Angola,Algeria,0.0,0.0,African Cup of Nations,Luanda,Angola,False,True,0.0,0.0,Draw,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.25,0.5,4.0,0.5,1.5,0.5,1.5,0.5,1.5,0.3333333333333333,0.0,4.0,95.0,26.0,0,-1.0,-1.0,0.0005137894589598649,0.0005137894589598649,-69.0,1.8333333333333335,0.16666666666666674,-0.08333333333333331
2010-01-18,Finland,South Korea,0.0,2.0,Friendly,Málaga,Spain,True,False,2.0,-2.0,South Korea,,,,,,,0.0,0.0,,2.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,9.0,55.0,,0,0.0,0.0,0.0005137894589598649,0.00010275789179197298,,,,0.0
2010-01-18,Mali,Malawi,3.0,1.0,African Cup of Nations,Cabinda,Angola,True,True,4.0,2.0,Mali,1.0,1.5,1.0,1.5,1.0,1.5,0.0,0.4,4.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.25,0.25,4.0,47.0,99.0,0,2.0,2.0,0.0005137894589598649,0.0005137894589598649,52.0,0.0,0.8333333333333334,-0.25
2010-01-19,Burkina Faso,Ghana,0.0,1.0,African Cup of Nations,Luanda,Angola,True,True,1.0,-1.0,Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,0.5,1.5,0.5,1.5,0.5,1.5,0.0,0.3333333333333333,4.0,49.0,34.0,0,-2.0,-2.0,0.000514440696841956,0.000514440696841956,-15.0,-0.5,-1.5,0.0
2010-01-20,Chile,Panama,2.0,1.0,Friendly,Coquimbo,Chile,False,False,3.0,1.0,Chile,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,15.0,70.0,0,-1.0,-1.0,0.0005150927601804124,0.00010301855203608249,55.0,,,0.0
2010-01-20,Egypt,Benin,2.0,0.0,African Cup of Nations,Benguela,Angola,True,True,2.0,2.0,Egypt,2.0,0.3333333333333333,2.0,0.3333333333333333,2.0,0.3333333333333333,0.75,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,4.0,24.0,59.0,0,-1.0,-1.0,0.0005150927601804124,0.0005150927601804124,35.0,1.0,-0.6666666666666667,0.5
2010-01-20,Nigeria,Mozambique,3.0,0.0,African Cup of Nations,Lubango,Angola,True,True,3.0,3.0,Nigeria,1.0,1.5,1.0,1.5,1.0,1.5,0.3333333333333333,0.0,4.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.0,0.25,4.0,22.0,72.0,0,2.0,2.0,0.0005150927601804124,0.0005150927601804124,50.0,0.33333333333333337,-0.5,0.3333333333333333
2010-01-20,Oman,Sweden,0.0,1.0,Friendly,Muscat,Oman,False,False,1.0,-1.0,Sweden,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0.0,14.0,,,,,,,0.0,0.0,,79.0,42.0,0,-3.0,-3.0,0.0005150927601804124,0.00010301855203608249,-37.0,,,0.5
2010-01-20,Thailand,Poland,1.0,3.0,King's Cup,Nakhon Ratchasima,Thailand,False,False,4.0,-2.0,Poland,0.5,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,3.0,,,,,,,0.0,0.0,,105.0,58.0,0,1.0,1.0,0.0005150927601804124,0.00010301855203608249,-47.0,,,0.3333333333333333
2010-01-20,Yemen,Bahrain,3.0,0.0,AFC Asian Cup qualification,Sana'a,Yemen,False,True,3.0,3.0,Yemen,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.25,0.0,5.0,4.0,0.0,4.0,0.0,4.0,0.0,0.5,0.0,14.0,130.0,60.0,0,-2.0,-2.0,0.0005150927601804124,0.0005150927601804124,-70.0,-2.333333333333333,1.6666666666666667,-0.25
2010-01-21,Cameroon,Tunisia,2.0,2.0,African Cup of Nations,Lubango,Angola,True,True,4.0,0.0,Draw,2.0,1.3333333333333333,2.0,1.3333333333333333,2.0,1.3333333333333333,0.5,0.0,4.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.5,4.0,11.0,53.0,0,-3.0,-3.0,0.0005157456500215148,0.0005157456500215148,42.0,1.3333333333333335,0.33333333333333326,0.5
2010-01-21,Gabon,Zambia,1.0,2.0,African Cup of Nations,Benguela,Angola,True,True,3.0,-1.0,Zambia,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.25,4.0,2.3333333333333335,2.0,2.3333333333333335,2.0,2.3333333333333335,2.0,0.25,0.25,4.0,48.0,84.0,0,0.0,0.0,0.0005157456500215148,0.0005157456500215148,36.0,-1.3333333333333335,-2.0,0.25
2010-01-22,Latvia,South Korea,0.0,1.0,Friendly,Málaga,Spain,True,False,1.0,-1.0,South Korea,,,,,,,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,0.3333333333333333,0.0,4.0,45.0,,0,-1.0,-1.0,0.0005163993674128712,0.00010327987348257426,,,,-0.3333333333333333
2010-01-23,Poland,Singapore,6.0,1.0,King's Cup,Nakhon Ratchasima,Thailand,True,False,7.0,5.0,Poland,3.0,1.0,3.0,1.0,3.0,1.0,0.5,0.0,3.0,0.5,2.0,0.5,2.0,0.5,2.0,0.0,0.0,6.0,58.0,110.0,0,-1.0,-1.0,0.0005170539134034181,0.00010341078268068363,52.0,2.5,-1.0,0.5
2010-01-23,Syria,Sweden,1.0,1.0,Friendly,Damascus,Syria,False,False,2.0,0.0,Draw,3.0,0.0,3.0,0.0,3.0,0.0,0.3333333333333333,0.3333333333333333,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,3.0,91.0,42.0,0,-5.0,-3.0,0.0005170539134034181,0.00010341078268068363,-49.0,2.0,0.0,-0.16666666666666669
2010-01-23,United States,Honduras,1.0,3.0,Friendly,Carson,United States,False,False,4.0,-2.0,Honduras,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,37.0,0,-0.0,-0.0,0.0005170539134034181,0.00010341078268068363,,,,0.0
2010-01-24,Angola,Ghana,0.0,1.0,African Cup of Nations,Luanda,Angola,False,True,1.0,-1.0,Ghana,1.75,1.25,1.75,1.25,1.75,1.25,0.2,0.6,6.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.25,0.25,5.0,95.0,34.0,0,2.0,2.0,0.0005177092890434194,0.0005177092890434194,-61.0,1.0833333333333335,0.25,-0.04999999999999999
2010-01-24,Côte d'Ivoire,Algeria,2.0,3.0,African Cup of Nations,Cabinda,Angola,True,True,5.0,-1.0,Algeria,1.5,0.25,1.5,0.25,1.5,0.25,0.6,0.2,9.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.25,0.25,6.0,16.0,26.0,0,1.0,1.0,0.0005177092890434194,0.0005177092890434194,10.0,1.1666666666666667,-0.75,0.35
2010-01-25,Egypt,Cameroon,3.0,1.0,African Cup of Nations,Benguela,Angola,True,True,4.0,2.0,Egypt,2.0,0.25,2.0,0.25,2.0,0.25,0.8,0.0,5.0,2.0,1.5,2.0,1.5,2.0,1.5,0.4,0.2,4.0,24.0,11.0,0,-0.0,-0.0,0.0005183654953844722,0.0005183654953844722,-13.0,0.0,-1.25,0.4
2010-01-25,Zambia,Nigeria,0.0,0.0,African Cup of Nations,Lubango,Angola,True,True,0.0,0.0,Draw,2.25,1.75,2.25,1.75,2.25,1.75,0.4,0.2,4.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,0.5,0.0,5.0,84.0,22.0,0,-1.0,-1.0,0.0005183654953844722,0.0005183654953844722,-62.0,0.5833333333333333,0.75,-0.09999999999999998
2010-01-26,Argentina,Costa Rica,3.0,2.0,Friendly,San Juan,Argentina,False,False,5.0,1.0,Argentina,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,8.0,44.0,0,-2.0,-2.0,0.0005190225334795062,0.00010380450669590124,36.0,,,0.0
2010-01-27,South Africa,Zimbabwe,3.0,0.0,Friendly,Durban,South Africa,False,False,3.0,3.0,South Africa,,,,,,,0.0,0.0,,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,25.0,85.0,109.0,0,1.0,1.0,0.0005196804043827843,0.00010393608087655686,24.0,,,0.0
2010-01-28,Algeria,Egypt,0.0,4.0,African Cup of Nations,Benguela,Angola,True,True,4.0,-4.0,Egypt,1.0,1.25,1.0,1.25,1.0,1.25,0.4,0.2,4.0,2.2,0.4,2.2,0.4,2.2,0.4,0.8333333333333334,0.0,3.0,26.0,24.0,0,3.0,3.0,0.0005203391091499075,0.0005203391091499075,-2.0,-1.2000000000000002,0.85,-0.43333333333333335
2010-01-28,Ghana,Nigeria,1.0,0.0,African Cup of Nations,Luanda,Angola,True,True,1.0,1.0,Ghana,0.75,0.75,0.75,0.75,0.75,0.75,0.4,0.2,4.0,1.25,0.75,1.25,0.75,1.25,0.75,0.4,0.2,3.0,34.0,22.0,0,-4.0,-3.0,0.0005203391091499075,0.0005203391091499075,-12.0,-0.5,0.0,0.0
2010-01-30,Nigeria,Algeria,1.0,0.0,African Cup of Nations,Benguela,Angola,True,True,1.0,1.0,Nigeria,1.0,0.8,1.0,0.8,1.0,0.8,0.3333333333333333,0.16666666666666666,2.0,0.8,1.8,0.8,1.8,0.8,1.8,0.3333333333333333,0.16666666666666666,2.0,22.0,26.0,0,-1.0,-1.0,0.0005216590245047818,0.0005216590245047818,4.0,0.19999999999999996,-1.0,0.0
2010-01-31,Ghana,Egypt,0.0,1.0,African Cup of Nations,Luanda,Angola,True,True,1.0,-1.0,Egypt,0.8,0.6,0.8,0.6,0.8,0.6,0.5,0.16666666666666666,3.0,2.8,0.4,2.5,0.3333333333333333,2.5,0.3333333333333333,0.8571428571428571,0.0,3.0,34.0,24.0,0,1.0,1.0,0.0005223202372104302,0.0005223202372104302,-10.0,-1.7,0.26666666666666666,-0.3571428571428571
2010-01-31,Jamaica,Canada,1.0,0.0,Friendly,Kingston,Jamaica,False,False,1.0,1.0,Jamaica,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,81.0,56.0,0,-1.0,-1.0,0.0005223202372104302,0.00010446404744208603,-25.0,,,0.0
2010-02-02,Japan,Venezuela,0.0,0.0,Friendly,Ōita,Japan,False,False,0.0,0.0,Draw,3.0,2.0,3.0,2.0,3.0,2.0,0.5,0.0,27.0,,,,,,,0.0,0.0,,43.0,50.0,0,-1.0,-1.0,0.0005236451779829616,0.00010472903559659232,7.0,,,0.5
2010-02-06,Japan,China PR,0.0,0.0,EAFF Championship,Tokyo,Japan,False,False,0.0,0.0,Draw,1.5,1.0,1.5,1.0,1.5,1.0,0.3333333333333333,0.3333333333333333,4.0,1.0,0.5,1.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,20.0,40.0,87.0,0,-0.0,-0.0,0.0005263051507647323,0.00010526103015294647,47.0,0.5,0.5,0.0
2010-02-07,South Korea,Hong Kong,5.0,0.0,EAFF Championship,Tokyo,Japan,True,False,5.0,5.0,South Korea,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.5,0.0,16.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,32.0,,137.0,0,-0.0,-0.0,0.0005269722525235176,0.00010539445050470353,,1.6666666666666667,-2.666666666666667,0.5
2010-02-10,Argentina,Jamaica,2.0,1.0,Friendly,Mar del Plata,Argentina,False,False,3.0,1.0,Argentina,3.0,2.0,3.0,2.0,3.0,2.0,0.5,0.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,10.0,8.0,78.0,0,3.0,3.0,0.0005289786354730839,0.00010579572709461679,70.0,2.0,2.0,0.0
2010-02-10,China PR,South Korea,3.0,0.0,EAFF Championship,Tokyo,Japan,True,False,3.0,3.0,China PR,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.5,4.0,2.5,1.0,2.5,1.0,2.5,1.0,0.6,0.0,3.0,87.0,,0,-5.0,-3.0,0.0005289786354730839,0.00010579572709461679,,-1.8333333333333335,-0.6666666666666667,-0.35
2010-02-11,Japan,Hong Kong,3.0,0.0,EAFF Championship,Tokyo,Japan,False,False,3.0,3.0,Japan,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.25,0.5,5.0,0.0,4.5,0.0,4.5,0.0,4.5,0.0,0.0,4.0,40.0,137.0,0,-1.0,-1.0,0.0005296491259244341,0.00010592982518488682,97.0,1.0,-3.8333333333333335,0.25
2010-02-14,Hong Kong,China PR,0.0,2.0,EAFF Championship,Tokyo,Japan,True,False,2.0,-2.0,China PR,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,1.25,0.25,1.25,0.25,1.25,0.25,0.4,0.4,4.0,137.0,87.0,0,3.0,3.0,0.0005316657007448703,0.00010633314014897406,-50.0,-1.25,3.75,-0.4
2010-02-14,Japan,South Korea,1.0,3.0,EAFF Championship,Tokyo,Japan,False,False,4.0,-2.0,South Korea,1.5,0.5,1.5,0.5,1.5,0.5,0.4,0.4,3.0,2.0,1.4,2.0,1.4,2.0,1.4,0.5,0.0,4.0,40.0,,0,2.0,2.0,0.0005316657007448703,0.00010633314014897406,,-0.5,-0.8999999999999999,-0.09999999999999998
2010-02-16,Sri Lanka,Myanmar,0.0,4.0,AFC Challenge Cup,Colombo,Sri Lanka,False,False,4.0,-4.0,Myanmar,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,151.0,141.0,0,2.0,2.0,0.0005330143476363554,0.00010660286952727109,-10.0,,,0.0
